pair,regime,period,agent_id,role,attempt,failure_type,latency_seconds,prompt_hash,status
0,market,1,bank_0,bank,1,,10.501071499995305,3d9da9ad75a47e6afa211adcc3020129177dc48cc7f11f5b570a84e24c083abc,valid
0,market,1,bank_1,bank,1,,7.98124025001016,2548b77927324b45ecd607eb932b8428000c50fe85ce3206e228b3ec097cef6a,valid
0,market,2,firm_0,firm,1,,6.813669666997157,03172167ee2fa92febfb77390bc7ea4d5a3cd5f281cdaeb4c24d27394f531f88,valid
0,market,2,firm_1,firm,1,,11.44572312499804,b5db9d31107ff18d3c11c7f3c362739ec023ff40fdb21e43ac8f24f06862c32c,valid
0,market,2,firm_2,firm,1,,7.20955587500066,03b68b1bf00afa86126fbfa51c3221996da20fce3c3b6ec3dd296b38e8872190,valid
0,market,2,bank_0,bank,1,,8.817831874999683,ddb60e65b6175994171676ed2b00e70ff831d0afe3ded8d441ff8594c5e0ed1d,valid
0,market,2,bank_1,bank,1,,6.452738083011354,56a3b79fe61f11711129623a22c46826385cfbc37c72e9123c48dcf0328344bd,valid
0,market,3,firm_0,firm,1,,7.363537791999988,3719933bcd462c7beec34e96bdcff020f779ea8746c979432cab4da7161ec8b4,valid
0,market,3,firm_1,firm,1,,7.353794334005215,d601a80cdb22f64e6ecd7af34de14c2a184bb73d6064f66fdedca143df69687b,valid
0,market,3,firm_2,firm,1,,10.254584957991028,62da04c7bd224556c730eabc942b3148ea5729b2b90e645e06bd94c53634f89b,valid
0,market,3,bank_0,bank,1,,10.553499792004004,9f22dada2f306160b6439c8984be02dfb97266b7ca66f9d45f59c37268663c11,valid
0,market,3,bank_1,bank,1,,8.39732745900983,c875c085800adc90a52a9460c3228cb708be218a3bd4800a989d7a08bff2430d,valid
1,administered,1,firm_0,firm,1,,8.686483040990424,52fb6876d3efd87731d27229ae953243cb853011540190111c8c35171a686297,valid
1,administered,1,firm_1,firm,1,,9.131884749993333,7baee024cf00e0f95c05939185cab1f041eb3c4e24ab28c3aa25d73a30e51c5a,valid
1,administered,1,firm_2,firm,1,,8.444974042009562,e47ca7b96767a33832e844dd121dc324ef3332c334ec0b1480a7bbba4e1739ba,valid
1,administered,1,bank_0,bank,1,,9.802790624991758,dc8c4fded20537a529fe4d13d25473109ae00a6f8aa4ce1f1b3ceea8d5369356,valid
1,administered,1,bank_1,bank,1,,6.3193932919966755,3bada059c03b026a8eaa6265653b0450318f206828991d1dae91bb3595e35b89,valid
1,administered,2,firm_0,firm,1,,8.225868667010218,c45f9026130f23eb4afc686073a274aea3c9aeb9f69d083ba99e98ecfd71f5c2,valid
1,administered,2,firm_1,firm,1,,8.633859749999829,c09f3a0ccc2b0f0c573f4c562858b0dd18141acb1724be8383719425047b64f3,valid
1,administered,2,firm_2,firm,1,,8.363440250002895,2b77c67bc31e8063cdce15663a73ab7b3437c5ec7389d015761d1ea6f0a1f438,valid
1,administered,2,bank_0,bank,1,,9.873801749999984,e5bc1962dd02bfc96a61ac322132be96a9df3dca61c1c4ef25b53e62ababade8,valid
1,administered,2,bank_1,bank,1,,7.363959666996379,ba3bd4daa68dd42812c0f4d495ade92c1a79d42d73860c43c4f9351308659af5,valid
1,administered,3,firm_0,firm,1,,8.268920957998489,1476ed0512ff6d270e558e5f0f27b30efd79ac957862a4a6d9876f980e6a3018,valid
1,administered,3,firm_1,firm,1,,8.35652291700535,abed8c55ab361370b061c74bdbd4482a82d40bcb893646d879ef3240cf6a4956,valid
1,administered,3,firm_2,firm,1,,6.078655208009877,3397e0bf69274db6df7564279e865f25b10c7b404359435765ce0554d2f3209b,valid
1,administered,3,bank_0,bank,1,,7.608292417004122,151484f15f53a894a156cfe170fd003ec3eb78d5036d579845faf3a4dc98cb23,valid
1,administered,3,bank_1,bank,1,,7.284942249985761,ac465b910eaacc02f86d19775d76568a63a8ae8427b72727d99017a11e409d53,valid
1,market,1,firm_0,firm,1,,7.522476207988802,be941fb28e4c2010aabb89a629f415ed716311b8b1859e18f87c4780b54da1d8,valid
1,market,1,firm_1,firm,1,,11.526559584002825,b1a7e1ce183e272d8449deeb7dfa0bee1548da66cd811c9a9431d8154c6689a8,valid
1,market,1,firm_2,firm,1,,7.661721291995491,dd380f25dcb0cb8b62a36bab15dbbf83cfa9e819dec621d13b1f4cabda6dba12,valid
1,market,1,bank_0,bank,1,,9.116115040989826,ac19b06ce4f3f94949289473ca473b3a8bcaa24441853e86d27722eaca03128d,valid
1,market,1,bank_1,bank,1,,6.809377208992373,f5582691530eef17c54046c781196ddffba7ac473657407bd65b0b2c2ba05ab7,valid
1,market,2,firm_0,firm,1,,7.4651443749899045,45ced3367465d2e35d9dab356c423e2c10f3cb3b876b2f06f5cd224e6e71f53c,valid
1,market,2,firm_1,firm,1,,7.559824125011801,3109dba47ac7975c7166e1bac9c3e1e6280c53cc62d23957c36ae399d12ebe5f,valid
1,market,2,firm_2,firm,1,,10.691742249997333,5a179079b0bdab1163e864427cabb006e31b929f7544b308240212ae79d2e209,valid
1,market,2,bank_0,bank,1,,8.802766791006434,358d67306077fa36f3c64d1ef5e4d8fcf7df4e75972f3f16416bf84cbb927a18,valid
1,market,2,bank_1,bank,1,,6.483206000004429,00c8e56f5a44865b4e7feacbf781ef48c04cd5294aac22ae2a3ea3643bdb6cc5,valid
1,market,3,firm_0,firm,1,,5.287487416993827,6ae942e8e0a6ddda3ce8b06952aa82b2e202f7f03f3299b0206e2c91af3d4bca,valid
1,market,3,firm_1,firm,1,,6.0840161250089295,d419838859454dd93e4072a688ccc47640549e30ffc480ad4df6ff6dba1b37f2,valid
1,market,3,firm_2,firm,1,,8.837891417002538,6b0b2b75b7d555ddc26c3520454e8ceb98dc7d9be1585e16aa05c7a1dce52ee9,valid
1,market,3,bank_0,bank,1,,6.687468207994243,bbf116fd75dd57691ac4190198220ce1b60c7c054b4e8684f9f3cad0901c02b9,valid
1,market,3,bank_1,bank,1,,4.942642958005308,2f5044015e80be4c833a38c3b6ed5f5989b6aa81511cff284ec3148271f4a3d9,valid
2,administered,1,firm_0,firm,1,,8.842297374998452,53ef50cfb9be59ba5324906372d2294b485075b287b6c318d761b186f6d1b950,valid
2,administered,1,firm_1,firm,1,,8.483095917006722,434cdadac70b28e6a07e063722a8b6f2436574f18efd9c07c17b09f30ccea712,valid
2,administered,1,firm_2,firm,1,,7.689624499995261,8853d570b95641d814a5715da1df57fcf9a773a91369305317920f5340aa8b69,valid
2,administered,1,bank_0,bank,1,,9.555817542001023,63dbf0df98dca2fc7fa9acb61d9640a653d509f38b621cf1a7eee5901a6d4816,valid
2,administered,1,bank_1,bank,1,,7.332862084003864,ad64957a7461df997eabb27632a73040f2852fff481ca61649bdce565fdedc97,valid
2,administered,2,firm_0,firm,1,,5.210469917001319,6702f085a2a2dc03ebe17cabf085dff358b2536dff2afc9cc9260c7ec9d6264f,valid
2,administered,2,firm_1,firm,1,,7.389773874994717,77e0d101da92c3c6d13d9b2b12debf348261b9a9efac15446e035e4de7572e30,valid
2,administered,2,firm_2,firm,1,,5.780698167000082,7321afa41bd4d8d823a4ac454bb7bce91bf011e2d36e19f5a2858131dd288b5c,valid
2,administered,2,bank_0,bank,1,,7.385132707990124,39eed19889c1e7214eed03256a8d5f7fa7a9a811984aa7e6813118faa4f267c5,valid
2,administered,2,bank_1,bank,1,,5.752482958996552,6173333c8cfab76fe2822a17c9cab6a30c810a8410f30974ac694ad4d3385e45,valid
2,administered,3,firm_0,firm,1,,7.324889291994623,b6cd2b85e5c3337a2feb5c28aace996286cec341f05414f88341877e83d39460,valid
2,administered,3,firm_1,firm,1,,8.325848375010537,b404ebbe009cd4df3e0ba2da476070389e18b4a93b4a2dddf082f1b0216468c3,valid
2,administered,3,firm_2,firm,1,,6.951836541004013,69c90461acba261b261847882ba351bbea14203b5c2841ac6e05bb8932be50f4,valid
2,administered,3,bank_0,bank,1,,7.974103207990993,d6627b0114edba920b16534923295d5af1300d95fc2ab3ed5cdf5a4088d8da47,valid
2,administered,3,bank_1,bank,1,,5.861018333001994,67fee612f4269dd0033a8c0f48abcc5e1982a0d2c7f88f742b3453511250c504,valid
2,market,1,firm_0,firm,1,,7.138590250004199,73acc8424f5398556eec1c996441771f6537c10137ad37aab8297efbefd15731,valid
2,market,1,firm_1,firm,1,,6.153399792005075,58e068bd5dba919b0379b2f795c604f4ca655d76354e916b31c1205b689ed415,valid
2,market,1,firm_2,firm,1,,11.184190582993324,5d5cc7af4acdc8e73b40602ba98c8ea50c71ff30c39de512f365cc30fb714a7c,valid
2,market,1,bank_0,bank,1,,7.941316417010967,ba98759e7a1f60631dfa6ce6b01d749305474ee2f42c4c48103134aa5ffbce85,valid
2,market,1,bank_1,bank,1,,5.84714820899535,44649dbfc3e32dc8ea001e3cc9541a24a47f031cc70c029e76cfa13b267dece6,valid
2,market,2,firm_0,firm,1,,6.9969003750011325,4fee41c225044e575ba90646096193b3ed2d499005b7cf5f170508c86234443e,valid
2,market,2,firm_1,firm,1,,7.2043698339984985,543dd3cf939f2c7cca4dd78ebc2f3922bccbb3e0c56f596e0d230c2abb56e0ee,valid
2,market,2,firm_2,firm,1,,6.817857249989174,38e76482ab77082338fef84d931fead5cae0a57ed6739e6b33f0a87a082d046e,valid
2,market,2,bank_0,bank,1,,8.690996208009892,f59be8e5c9e029c76d8cdb0bd98350352110051e8bfc2fb12aa8cb17fa3da12c,valid
2,market,2,bank_1,bank,1,,6.774735457991483,b8e2cb932297800fc77dd36ad83abb49a6d2aa828a179373280456d8b4c64e03,valid
2,market,3,firm_0,firm,1,,7.133177249997971,9f68416396d4d0b1602d8fabc2c130bab1f7aed7dd13140c1ad7ca06fafe0c0c,valid
2,market,3,firm_1,firm,1,,6.096023332996992,f758360fb46f0c16609160f1973c719ad5d776d0adb47e53d9b52e47809f8156,valid
2,market,3,firm_2,firm,1,,6.63279291598883,c44e468d86ef7c1d518513ef217b66f9f4a19dedd1b8291ea393c218036b27a1,valid
2,market,3,bank_0,bank,1,,8.356364833001862,e3f4eaf087807280bf913eb8895d14896be99067abe6a2176c2e5cef1a006f8a,valid
2,market,3,bank_1,bank,1,,6.622401542001171,63707c4afe8fe55ea67527dd3c62fe6fb068297c1045bcf9cb39d1410a66ab0e,valid
3,administered,1,firm_0,firm,1,,7.483819834000315,93b692267b9f56e4bf1dd688eb718b61b97696b9e6e58bc3baf78cbd479025ed,valid
3,administered,1,firm_1,firm,1,,7.6451512910134625,a3d75799c4a967428400ce6da07649391f3445e8ebeca5240e33d7638fc87be2,valid
3,administered,1,firm_2,firm,1,,9.16879329099902,5f655d58531f87d474ab37c00b28129bd9b334ffb5d358f8932ff241083df442,valid
3,administered,1,bank_0,bank,1,,9.264128749986412,9beae3ea14bb7ea66b58a5dedd17e39bf99326697dbefca2c5686fb66ce89a9f,valid
3,administered,1,bank_1,bank,1,,7.082738958997652,ee8ff0272fae3639b771fc145fede48a4e48b8f22ea64dabb3d986bb4ce707e8,valid
3,administered,2,firm_0,firm,1,,7.485884124995209,b1522fbfbb8f3f6a72ee75595ca4c3044b254170aacd54bb482e3b97252c85bd,valid
3,administered,2,firm_1,firm,1,,7.967116333005833,5db90c436a373273b19abd5453ec670d9f1a8b7831ad5dbf0107e5f6afbdcd9c,valid
3,administered,2,firm_2,firm,1,,8.108891540992772,92948111fcffb279a9a364a24b79ac3f2e10a651ac1ed6af92c84ca3e0460fc1,valid
3,administered,2,bank_0,bank,1,,8.360702499994659,2c7e84df1f12282328651b4cde28ccbf66b55e1e657e44b510f4d164774fa80c,valid
3,administered,2,bank_1,bank,1,,6.276817833000678,419a9527026a51eb5be0d0cdb52c786d1fbcec3e6fb5b00bf4de2cbc9217e6b4,valid
3,administered,3,firm_0,firm,1,,7.075521207996644,698221b0a91602780ac35d8c38ccc071a2b976d8154d204e98191393c4312c07,valid
3,administered,3,firm_1,firm,1,,7.492109208993497,0fbc338717ca56413a6daf31d77fd6febf5c1f83b81ef2dccd350a8f04f3b640,valid
3,administered,3,firm_2,firm,1,,7.055288667004788,b6b5cb953c7ac07c4aecc0de364a22365569e35625b57e6eee2bc047193bbe38,valid
3,administered,3,bank_0,bank,1,,8.257748707997962,d72dfabe313da6d8103fc2c15ac297037298337d2ad5257bd88b80d6ed4054fc,valid
3,administered,3,bank_1,bank,1,,6.113635457993951,d8e1014953859cb43a95f66185b5d06af8a0aa109be165da8d91dd5bb80ce45f,valid
3,market,1,firm_0,firm,1,,7.084376250000787,25476b89803f66507c40e6ac6d325fe352c86f84e1a113c922c54ff90ee616e7,valid
3,market,1,firm_1,firm,1,,7.271500291011762,6f022242452089fa8488426ebb321de0ea74e9c0fa36ce702d267891d8840d99,valid
3,market,1,firm_2,firm,1,,6.665584332993603,c1ef0f5c0b8ac539d4af607be30c535775396f69b929bd0732f1687033ebc548,valid
3,market,1,bank_0,bank,1,,8.693975917005446,39d0d6625fe68474368d389d0665734c58d67ee79ae5de98b4a2a6a3aa26c86d,valid
3,market,1,bank_1,bank,1,,6.88608620899322,072759fc756f52fca0953b25bda275728f9e3114ddb593dddfd2b3aeb5e338c9,valid
3,market,2,firm_0,firm,1,,7.550450249997084,95fde40ded904f76ddd8d2c2a40ab4e185540dccb729158797cb8dcc6f9641f8,valid
3,market,2,firm_1,firm,1,,6.079858333992888,4ffcf441360c17f244ebb1d9a1eccc54deb6edb3950d92e6cd88907a79dcddb2,valid
3,market,2,firm_2,firm,1,,9.766517041993211,a476d780c0212a37401eb2ae44c56a7ad6968a4bc6ca0e5627da9504bf633552,valid
3,market,2,bank_0,bank,1,,9.035032999992836,422a0b15d8e8083eb63e44af97937e6730f06ecc788afe316fec1d0ab5a4719a,valid
3,market,2,bank_1,bank,1,,6.631877833002363,aec2bc9507a84ba0c628d09c3923836436b26ec94b2de0407c15a9d1a0a24557,valid
3,market,3,firm_0,firm,1,,10.499985874994309,fd5177bf8bf7048673a3a576a37ff2efba9b95c970fb53c8b71ff9e4732c2d23,valid
3,market,3,firm_1,firm,1,,6.2382567080057925,43fc1aca8339095020c874e98b50cdd2ee6b4350cd607932ed2c30e6fd5c5031,valid
3,market,3,firm_2,firm,1,,6.940251374995569,226f58872118553a327fa6c5a0c21ba1874bf011223ad2cc45756f3eaab76bc6,valid
3,market,3,bank_0,bank,1,,8.587323082989315,9aa52327bfa1e7d7ad0467ca75953abe5840d7b46193d89f78b189cf551ddd67,valid
3,market,3,bank_1,bank,1,,6.542002792004496,0d42064f74fbb047d286dbb33ee102da36d9e87c3cc2234babd2a4acb9834d7a,valid
4,administered,1,firm_0,firm,1,,10.335097833012696,33b28e55e73076c56be47e458c890332e7ee50425dd9818811eef21ed9f5f315,valid
4,administered,1,firm_1,firm,1,,8.071396250001271,4a00ca6390cc1125f2e9b522a2388507eb876a26f6d270800c80a5e7af76f2c1,valid
4,administered,1,firm_2,firm,1,,7.034006625006441,19198694190121e8889c6e6d22640e8dafb38327163c69da04a5a9c438050d9d,valid
4,administered,1,bank_0,bank,1,,12.874906083001406,e83e3dc0d008f01afa79b822812192333bfcd7b6842ab5a1c548addee453c7ef,valid
4,administered,1,bank_1,bank,1,,10.464269416988827,bd59fc788096702b0182a49dcdba7b9a1e2885628b5d2349e252dd75955b3a46,valid
4,administered,2,firm_0,firm,1,,9.945946332998574,4871370add9db107bf3a797e5762f3de9eb1f2daa088d8322437416371879ccf,valid
4,administered,2,firm_1,firm,1,,7.192968624993227,11714341f0d537a6f56c34e56c6d9b4537f25d72e551926117993025298531f0,valid
4,administered,2,firm_2,firm,1,,8.642813833997934,b17ea7d1f7593ce1d40510807c4b4013907692cd980779da232d0cc6aad1b6de,valid
4,administered,2,bank_0,bank,1,,11.903194124999573,c5cc3e5e383e8d1b15920962432c172d1ddfeadaf9adb8ed89e0199ea5c0f01c,valid
4,administered,2,bank_1,bank,1,,9.882826417000615,b777d7a7ce2c05c37ab4520eea6de6b6a727c6ee2fd32cc3e3d9211f06d700e5,valid
4,administered,3,firm_0,firm,1,,11.530274625009042,3797df46d9481be22017e114703120552d35a1f55831cd5ce42383ed55da0dd4,valid
4,administered,3,firm_1,firm,1,,6.156227667001076,3b0babb7a5d9be45be1334bdfd3b2b3963127004c5fd163f408eb3f9ae1e8263,valid
4,administered,3,firm_2,firm,1,,8.919350916999974,1d211c2d05ee65e05a680da4853333d0236ab35bac6e781fc443683fae854d73,valid
4,administered,3,bank_0,bank,1,,13.05255154200131,c43289593861776ea85a7ece5a567a97eaf7e10c8a72ca18f0a4ca15b8c7cf10,valid
4,administered,3,bank_1,bank,1,,10.608865707996301,2785c36efcef96cac218c2b82580e5a196c69c0db60c2482ba3da849ab272c13,valid
4,market,1,firm_0,firm,1,,7.812962458003312,ad11e96cfa248a69d10badfec2a93dacdce92cc0cc08fe76bd6222bb958f11a7,valid
4,market,1,firm_1,firm,1,,6.298563499993179,dce509d2c5aeafbfa3033d7dfaaafa82aef62a87fabccb442fa8eeaaeef9d670,valid
4,market,1,firm_2,firm,1,,6.943442916992353,0d6b8e96efdd19a5d7ba1e3b0f988fb324329e8658c17ff083abbffa03ea2633,valid
4,market,1,bank_0,bank,1,,7.826405999992858,675c7875c67ecbc057f9bed13ce600a762df664f7c4235ad82746315639b35ae,valid
4,market,1,bank_1,bank,1,,6.007002416998148,730a945ee43af5672f6b39673cf22a324f75969d022e5635c48f8442a611749b,valid
4,market,2,firm_0,firm,1,,7.8143713750032475,ac975ac03eec99c689e6bdd6a57cd4148b06326c3d3c905a28715c6d5e669cf0,valid
4,market,2,firm_1,firm,1,,6.840304917001049,dfef62693a0c575364590034e0dc6d4f3e456b21fe45a5800d06f8300b7488c5,valid
4,market,2,firm_2,firm,1,,7.134622500001569,509cda1454dad1dbaa9ff3b410b8553ed9b63178c19fab7487c238d0e108c7dc,valid
4,market,2,bank_0,bank,1,,8.841340041995863,7315deb4f1382e00645b8ba0e68a190c5cf542e63071689800027a82f2474cfc,valid
4,market,2,bank_1,bank,1,,7.084797167000943,c8535618f355d5fb7280b465058d5f6461fbd3c881d23a6c3067f3d5f02ed550,valid
4,market,3,firm_0,firm,1,,7.60031591700681,5bb67750527f8bd1397589990cabd6b1d622c6dd58a5052088fe6f60ee507e3e,valid
4,market,3,firm_1,firm,1,,6.768425832997309,0b95d999e1502798a316300627e3d94ee5e2bfe614e86e92c0a789df384fff73,valid
4,market,3,firm_2,firm,1,,6.106974750000518,a9a36571872088eb9660f84f3e3c5070f8512e5dcb999bdf98609a5e22de1802,valid
4,market,3,bank_0,bank,1,,8.968728292005835,957cbd7657b91db979206e2b42134fbe819d6ce85b3917d30f05921dffb06e2f,valid
4,market,3,bank_1,bank,1,,7.043246957997326,a2ffa8a3bbe829ecfc4d9c50c1ce2eef36ede7a3e13b06cf4f0d5315afe69d8a,valid
5,administered,1,firm_0,firm,1,,7.283186166008818,01034071701fffc3582bd5698a8b5fab125a14a2c1ee06f08a92babf1a4df022,valid
5,administered,1,firm_1,firm,1,,7.541699166002218,dc9f833d93dd9c4853c3fabf24af2cd8aee00f369109bcba2b4217008cff0b66,valid
5,administered,1,firm_2,firm,1,,7.600703165997402,b884220e1af5856a79b864e4f002cbba384e576d2acdf9954c4ed06b277aaa2e,valid
5,administered,1,bank_0,bank,1,,7.750524167000549,a03dd1a1a0b9a2ebf2cc7c4953b1819b5642a1ab5fff79afa50a887cd235924d,valid
5,administered,1,bank_1,bank,1,,5.647915167006431,ade047af829fc6b2fa4bc9110d6dff2be46390e532e1b7d82e446ae0ed3eb71d,valid
5,administered,2,firm_0,firm,1,,8.720944083994254,099844b7294b9ae22f0f29dc33c2561e3e325141a7b4a3c8c66188b98998ac9d,valid
5,administered,2,firm_1,firm,1,,6.911535249993904,a9856ea31e504d8d4736fa476c6fe08386a6d2f71fecba262a52084123cd4c8e,valid
5,administered,2,firm_2,firm,1,,7.893934834006359,b894878841712b61fce8dc71d1c4c79e9992a22796569c5be89bb4e57b8d3a70,valid
5,administered,2,bank_0,bank,1,,8.447922499995911,d1df45dae843aef2078295c2aa1aa4cf39e47c0e0ab7325202b8e2ac48072bf4,valid
5,administered,2,bank_1,bank,1,,5.814139374997467,8eab6d428716a719ba16d83d634780b9bcc645cdaf05d6b9d0ccb6d672f73436,valid
5,administered,3,firm_0,firm,1,,8.034563124994747,0b542655e7ec57b7dd0084c0885a32927baccaa2dc137df5381ed552978b4185,valid
5,administered,3,firm_1,firm,1,,7.81043349999527,40e685f4c8d0e70f91db5d6a0657a6c733bb46681bb4a167cdf938229e55b374,valid
5,administered,3,firm_2,firm,1,,7.671133999989252,f2a61b3ea5e8a7a001dc83b977e5e5506c6b107e43a46c8f5285745883ef881b,valid
5,administered,3,bank_0,bank,1,,9.143452874996001,bfa5af65d34fc62ac9239050cf580ce2b6d734bb8d6409939abae8ffaee02a07,valid
5,administered,3,bank_1,bank,1,,7.1008562920033,c33f5d0cbd4d6323d1d9c7260d7a547536db1d1e6ba6b7f6fa382af769e4ee7b,valid
5,market,1,firm_0,firm,1,,7.301202541988459,a6967384b07da1d233042ff0ef102f6de9f624198940d053b427ab17bd41a368,valid
5,market,1,firm_1,firm,1,,7.139849665996735,91c7f507151743d2d0180ea4345e9e831670fe96bdd7d5fdebeb6085327cfc37,valid
5,market,1,firm_2,firm,1,,6.133035291000851,8809669c39dc64da30460b18259dd845bf99c5ebb8ca63193093c7404019aec4,valid
5,market,1,bank_0,bank,1,,9.248740208000527,0ef1019472a405d9d8265ab29b657c6593c78dda0bc6ff31dbd6b592f2b578ef,valid
5,market,1,bank_1,bank,1,,7.267653667004197,3facbc0406ea5ca5072a64e0317cbfc86b474a3bb59bf5d69c1abd26c81ba163,valid
5,market,2,firm_0,firm,1,,7.160498708006344,7f3c4ce1b647a056a616843c1234ade1e14512dda4210b68e6dddc19c2b07ec7,valid
5,market,2,firm_1,firm,1,,6.119979249997414,9955861ff1e07215519f7c34d0b90b44e9c23474f6efd6a13fe2897bd4005be4,valid
5,market,2,firm_2,firm,1,,11.220664583990583,6265a42465257b743339323b2252aec6e161d5769518113c12d1ef660d43c9a4,valid
5,market,2,bank_0,bank,1,,8.273265916999662,c271c3c56cce87d159d603ffca3e7ffeb9a626872e1cf1a9016ff4ae0a92f721,valid
5,market,2,bank_1,bank,1,,5.981030499999179,77725679e3b69468efb4c547b305bd09aa4939bef3588465a76403fb33886bbc,valid
5,market,3,firm_0,firm,1,,8.221346125006676,5f1d6b496606c3810949e7ae598277353d91d29aa167115e79f7864abbe97144,valid
5,market,3,firm_1,firm,1,,7.183301416996983,d8de1745aaae35c5a2fb8c1c84ac102d32ef992315618f2e7b49b0fbb0f901d8,valid
5,market,3,firm_2,firm,1,,11.00830416700046,0b61163f698ca38dd125439d82aa15760d5d3d3ad47950252310332d366718e4,valid
5,market,3,bank_0,bank,1,,10.14385737500561,0148ddc52fe02f9051d93147aa6929e795197879102986280b41bf63b5421b40,valid
5,market,3,bank_1,bank,1,,7.729157207999378,9b0948d1b8a585ff37b3a82602d8dec96c5a5e31ce43e2a85a5bedd845083e56,valid
6,administered,1,firm_0,firm,1,,7.1725861669983715,ed689b8d2b9f8e9dda80fa378b4ebd8e5c4e7cd3cedb990a081d426e5e7480bc,valid
6,administered,1,firm_1,firm,1,,8.983712582994485,b2434a7cc66b4fd9cdaeea72b9843f83d1a3be5f303b2e0316111460b1735ecc,valid
6,administered,1,firm_2,firm,1,,7.283611249993555,6a52208b77e68172900f67f70bd3e8d66fe858cc2aaf136e9ac3828aa4e72872,valid
6,administered,1,bank_0,bank,1,,9.053047000008519,dfe1449a07bf9c9979fbd5846ac42a4ad2e2f86f5aba74dd62c222cf8f0f5cd0,valid
6,administered,1,bank_1,bank,1,,6.185348125000019,a1bc60520c31a695d338d6139ca6642d8d63e101404bca5a6cfd13605a2dcb3a,valid
6,administered,2,firm_0,firm,1,,10.488968166988343,62cbec089c43b5bb0afde171546003358469a3ed512665c9c5eb884b3a8afdb0,valid
6,administered,2,firm_1,firm,1,,8.523731541004963,f47c9576a6d743781dd4502969c7461eacd5cafffd50d1a3740e0cec0ee8d4d6,valid
6,administered,2,firm_2,firm,1,,8.931153500001528,b44f690d14644291014b140ae5d7c85bdfc89bd0762787845710740fd659fae5,valid
6,administered,2,bank_0,bank,1,,12.816391333006322,5b33ff96a481cf31df50c61a1b7a011416fa8ade66ecbc354125a41bf5e5528a,valid
6,administered,2,bank_1,bank,1,,10.374104207992787,2878e7e3f32b126f9818b43f44f785abe193609361893d7097a4989812247c06,valid
6,administered,3,firm_0,firm,1,,7.568400250005652,1bda8b94643ab8500cf77bc2927d5b70eacc721f8f294e505a14d1b0a1b94a60,valid
6,administered,3,firm_1,firm,1,,8.27301066700602,df234f075a81bfabb97702d77ba8f8fc56110fc0df2b591ae1b34629860634a4,valid
6,administered,3,firm_2,firm,1,,8.441934292000951,60adce507feb07df129406a5a507577049033207feb6c6e2c83d36946e2768d2,valid
6,administered,3,bank_0,bank,1,,8.360520374990301,b9aad1dd8d3b94bfde53ba01ef2d5a7adfb372d4bb9d1eee19d709c61d778857,valid
