pair,regime,period,agent_id,role,quantity,rule_quantity,quantity_difference_llm_minus_rule,maturity,rule_maturity,nominal_rate,rule_nominal_rate
1,market,3,bank_0,bank,3.486675,6.97335,-3.486675,12,8,0.05,0.06028493157754402
1,market,3,bank_1,bank,9.004075,18.00815,-9.004075,12,8,0.05,0.0820513801268359
2,administered,1,firm_0,firm,28.16195,5.642986590713191,22.518963409286812,12,8,,
2,administered,1,firm_1,firm,41.47455,10.960812714388156,30.513737285611846,12,8,,
2,administered,1,firm_2,firm,41.065749999999994,7.631824657203698,33.4339253427963,12,8,,
2,administered,1,bank_0,bank,8.783175,17.56635,-8.783175,12,8,0.06,0.07813989649184143
2,administered,1,bank_1,bank,9.586525,19.17305,-9.586525,12,8,0.06,0.07122283090946206
2,administered,2,firm_0,firm,49.1121,11.299076812158567,37.81302318784143,12,8,,
2,administered,2,firm_1,firm,45.218650000000004,12.09960567695773,33.119044323042274,12,8,,
2,administered,2,firm_2,firm,56.607319999999994,11.43193232849317,45.175387671506826,12,8,,
2,administered,2,bank_0,bank,3.804625,7.60925,-3.804625,12,8,0.03,0.06972077927277484
2,administered,2,bank_1,bank,5.302525,10.60505,-5.302525,12,8,0.03,0.0789059639348414
2,administered,3,firm_0,firm,74.22615,9.939536182108998,64.28661381789101,12,8,,
2,administered,3,firm_1,firm,43.29435,11.415229762083431,31.87912023791657,12,8,,
2,administered,3,firm_2,firm,39.1888,14.09982006417186,25.088979935828142,12,8,,
2,administered,3,bank_0,bank,8.91615,17.8323,-8.91615,12,8,0.05,0.07251280069775347
2,administered,3,bank_1,bank,4.425675,8.85135,-4.425675,12,8,0.05,0.07256581539510325
2,market,1,firm_0,firm,28.16195,5.642986590713191,22.518963409286812,12,8,,
2,market,1,firm_1,firm,41.47455,10.960812714388156,30.513737285611846,12,8,,
2,market,1,firm_2,firm,41.065749999999994,7.631824657203698,33.4339253427963,12,8,,
2,market,1,bank_0,bank,8.783175,17.56635,-8.783175,12,8,0.06,0.08555958596736571
2,market,1,bank_1,bank,9.586525,19.17305,-9.586525,12,8,0.06,0.05789132363784822
2,market,2,firm_0,firm,49.1121,11.299076812158567,37.81302318784143,12,8,,
2,market,2,firm_1,firm,45.218650000000004,12.09960567695773,33.119044323042274,12,8,,
2,market,2,firm_2,firm,56.607319999999994,11.43193232849317,45.175387671506826,12,8,,
2,market,2,bank_0,bank,3.804625,7.60925,-3.804625,12,8,0.06,0.05188311709109933
2,market,2,bank_1,bank,5.302525,10.60505,-5.302525,12,8,0.06,0.08862385573936554
2,market,3,firm_0,firm,74.22615,9.939536182108998,64.28661381789101,12,8,,
2,market,3,firm_1,firm,43.29435,11.415229762083431,31.87912023791657,12,8,,
2,market,3,firm_2,firm,39.1888,14.09982006417186,25.088979935828142,12,8,,
2,market,3,bank_0,bank,12.48261,17.8323,-5.349690000000001,12,8,0.05,0.06305120279101387
2,market,3,bank_1,bank,6.195945,8.85135,-2.655405,12,8,0.05,0.06326326158041295
3,administered,1,firm_0,firm,25.6652,8.710021266399428,16.95517873360057,12,8,,
3,administered,1,firm_1,firm,41.5745,13.01506097762229,28.55943902237771,12,8,,
3,administered,1,firm_2,firm,27.5062,11.413478142135586,16.09272185786441,12,8,,
3,administered,1,bank_0,bank,3.898475,7.79695,-3.898475,12,8,0.05,0.0692788553454778
3,administered,1,bank_1,bank,9.0806,18.1612,-9.0806,12,8,0.05,0.07203108559331273
3,administered,2,firm_0,firm,35.194900000000004,10.024225594128652,25.170674405871353,12,8,,
3,administered,2,firm_1,firm,34.11085,9.912127563765713,24.198722436234284,12,8,,
3,administered,2,firm_2,firm,65.87273,10.56368115589001,55.309048844109995,12,8,,
3,administered,2,bank_0,bank,3.84895,7.6979,-3.84895,12,8,0.05,0.07216441317011234
3,administered,2,bank_1,bank,8.587825,17.17565,-8.587825,12,8,0.05,0.06992839896732296
3,administered,3,firm_0,firm,71.8629,10.548860390976754,61.31403960902324,12,8,,
3,administered,3,firm_1,firm,73.4711,13.116941715646067,60.35415828435394,12,8,,
3,administered,3,firm_2,firm,87.91516999999999,10.078043077624876,77.83712692237512,12,8,,
3,administered,3,bank_0,bank,8.318275,11.88325,-3.5649750000000004,12,8,0.055,0.07020772736353362
3,administered,3,bank_1,bank,9.71642,13.8806,-4.16418,12,8,0.055,0.07443069997667817
3,market,1,firm_0,firm,25.6652,8.710021266399428,16.95517873360057,12,8,,
3,market,1,firm_1,firm,41.5745,13.01506097762229,28.55943902237771,12,8,,
3,market,1,firm_2,firm,27.5062,11.413478142135586,16.09272185786441,12,8,,
3,market,1,bank_0,bank,3.898475,7.79695,-3.898475,12,8,0.06,0.05011542138191117
3,market,1,bank_1,bank,9.0806,18.1612,-9.0806,12,8,0.06,0.06112434237325087
3,market,2,firm_0,firm,35.194900000000004,10.024225594128652,25.170674405871353,12,8,,
3,market,2,firm_1,firm,34.11085,9.912127563765713,24.198722436234284,12,8,,
3,market,2,firm_2,firm,47.051950000000005,10.56368115589001,36.488268844109996,12,8,,
3,market,2,bank_0,bank,3.84895,7.6979,-3.84895,12,8,0.055,0.06165765268044934
3,market,2,bank_1,bank,8.587825,17.17565,-8.587825,12,8,0.055,0.05271359586929179
3,market,3,firm_0,firm,71.8629,10.548860390976754,61.31403960902324,12,8,,
3,market,3,firm_1,firm,73.4711,13.116941715646067,60.35415828435394,12,8,,
3,market,3,firm_2,firm,62.796549999999996,10.078043077624876,52.71850692237512,12,8,,
3,market,3,bank_0,bank,8.318275,11.88325,-3.5649750000000004,12,8,0.06,0.05383090945413445
3,market,3,bank_1,bank,9.71642,13.8806,-4.16418,12,8,0.06,0.07072279990671267
4,administered,1,firm_0,firm,49.737049999999996,11.96504088606064,37.772009113939355,12,8,,
4,administered,1,firm_1,firm,66.67435,13.462799904719697,53.21155009528031,12,8,,
4,administered,1,firm_2,firm,57.371509999999994,9.65897607905,47.712533920949994,12,8,,
4,administered,1,bank_0,bank,3.003275,6.00655,-3.003275,12,8,0.04,0.06923691740522071
4,administered,1,bank_1,bank,9.098325,18.19665,-9.098325,12,8,0.04,0.07432632714296082
4,administered,2,firm_0,firm,68.9206,11.734877082199239,57.18572291780075,12,8,,
4,administered,2,firm_1,firm,47.1121,11.154024090021867,35.958075909978135,12,8,,
4,administered,2,firm_2,firm,63.19103,10.35843305753111,52.83259694246889,12,8,,
4,administered,2,bank_0,bank,6.131265,8.75895,-2.6276850000000005,12,8,0.06,0.07138529900008106
4,administered,2,bank_1,bank,12.466544999999998,17.80935,-5.342805,12,8,0.06,0.08385013437798935
4,administered,3,firm_0,firm,56.882099999999994,8.46243806851237,48.419661931487624,12,8,,
4,administered,3,firm_1,firm,80.03953999999999,10.89544887049069,69.14409112950929,12,8,,
4,administered,3,firm_2,firm,59.2557,9.48262640918144,49.773073590818555,12,8,,
4,administered,3,bank_0,bank,5.353125,10.70625,-5.353125,12,8,0.06,0.07302430940522911
4,administered,3,bank_1,bank,5.07995,10.1599,-5.07995,12,8,0.06,0.0719908787338307
4,market,1,firm_0,firm,49.737049999999996,11.96504088606064,37.772009113939355,12,8,,
4,market,1,firm_1,firm,66.67435,13.462799904719697,53.21155009528031,12,8,,
4,market,1,firm_2,firm,40.97965,9.65897607905,31.32067392095,12,8,,
4,market,1,bank_0,bank,3.003275,6.00655,-3.003275,12,8,0.05,0.049947669620882845
4,market,1,bank_1,bank,9.098325,18.19665,-9.098325,12,8,0.05,0.07030530857184328
4,market,2,firm_0,firm,49.229,11.734877082199239,37.49412291780076,12,8,,
4,market,2,firm_1,firm,47.1121,11.154024090021867,35.958075909978135,12,8,,
4,market,2,firm_2,firm,45.13645,10.35843305753111,34.778016942468895,12,8,,
4,market,2,bank_0,bank,4.379475,8.75895,-4.379475,12,8,0.06,0.0585411960003242
4,market,2,bank_1,bank,8.904675,17.80935,-8.904675,12,8,0.06,0.10840053751195737
4,market,3,firm_0,firm,56.882099999999994,8.46243806851237,48.419661931487624,12,8,,
4,market,3,firm_1,firm,57.171099999999996,10.89544887049069,46.275651129509306,12,8,,
4,market,3,firm_2,firm,59.2557,9.48262640918144,49.773073590818555,12,8,,
4,market,3,bank_0,bank,5.353125,10.70625,-5.353125,12,8,0.05,0.06509723762091642
4,market,3,bank_1,bank,5.07995,10.1599,-5.07995,12,8,0.05,0.0609635149353228
5,administered,1,firm_0,firm,47.0406,8.306509806041602,38.734090193958394,12,8,,
5,administered,1,firm_1,firm,45.6571,10.73768317389884,34.919416826101155,12,8,,
5,administered,1,firm_2,firm,40.98445,10.759201114087906,30.225248885912094,12,8,,
5,administered,1,bank_0,bank,4.077025,8.15405,-4.077025,12,8,0.04,0.06985861084681257
5,administered,1,bank_1,bank,6.590925,13.18185,-6.590925,12,8,0.04,0.07495126104660345
5,administered,2,firm_0,firm,63.015190000000004,13.163807394144639,49.85138260585536,12,8,,
5,administered,2,firm_1,firm,49.847,9.384832453594614,40.46216754640539,12,8,,
5,administered,2,firm_2,firm,63.26434999999999,12.378765921854104,50.88558407814589,12,8,,
5,administered,2,bank_0,bank,13.188524999999998,18.84075,-5.652225000000001,12,8,0.05,0.06987168749628948
5,administered,2,bank_1,bank,11.051215,15.78745,-4.736235000000001,12,8,0.05,0.08917371024315728
5,administered,3,firm_0,firm,67.95485,12.23945036999276,55.715399630007234,12,8,,
5,administered,3,firm_1,firm,47.57925,10.747327211322547,36.83192278867745,12,8,,
5,administered,3,firm_2,firm,23.82815,10.711342987655666,13.116807012344335,12,8,,
5,administered,3,bank_0,bank,9.69155,19.3831,-9.69155,12,8,0.05,0.07053695779650047
5,administered,3,bank_1,bank,9.42475,18.8495,-9.42475,12,8,0.05,0.0698594774111655
5,market,1,firm_0,firm,47.0406,8.306509806041602,38.734090193958394,12,8,,
5,market,1,firm_1,firm,63.91994,10.73768317389884,53.18225682610115,12,8,,
5,market,1,firm_2,firm,40.98445,10.759201114087906,30.225248885912094,12,8,,
5,market,1,bank_0,bank,4.077025,8.15405,-4.077025,12,8,0.05,0.05243444338725024
5,market,1,bank_1,bank,6.590925,13.18185,-6.590925,12,8,0.05,0.0728050441864138
5,market,2,firm_0,firm,63.015190000000004,13.163807394144639,49.85138260585536,12,8,,
5,market,2,firm_1,firm,49.847,9.384832453594614,40.46216754640539,12,8,,
5,market,2,firm_2,firm,63.26434999999999,12.378765921854104,50.88558407814589,12,8,,
5,market,2,bank_0,bank,9.420375,18.84075,-9.420375,12,8,0.06,0.0524867499851579
5,market,2,bank_1,bank,7.893725,15.78745,-7.893725,12,8,0.06,0.12969484097262907
5,market,3,firm_0,firm,67.95485,12.23945036999276,55.715399630007234,12,8,,
5,market,3,firm_1,firm,66.61095,10.747327211322547,55.86362278867745,12,8,,
5,market,3,firm_2,firm,33.35941,10.711342987655666,22.64806701234433,12,8,,
5,market,3,bank_0,bank,9.69155,19.3831,-9.69155,12,8,0.04,0.055147831186001875
5,market,3,bank_1,bank,9.42475,18.8495,-9.42475,12,8,0.04,0.05243790964466195
6,administered,1,firm_0,firm,57.8141,11.490452343437042,46.32364765656296,12,8,,
6,administered,1,firm_1,firm,74.2368,11.138333712286839,63.098466287713165,12,8,,
6,administered,1,firm_2,firm,51.36275,9.945167018985718,41.41758298101428,12,8,,
6,administered,1,bank_0,bank,6.047075,12.09415,-6.047075,12,8,0.06,0.0713278221406177
6,administered,1,bank_1,bank,5.74815,11.4963,-5.74815,12,8,0.06,0.07460312798783371
6,administered,2,firm_0,firm,39.4874,4.23098189015339,35.256418109846614,12,8,,
6,administered,2,firm_1,firm,51.97545,9.719550536245608,42.255899463754396,12,8,,
6,administered,2,firm_2,firm,65.77955,8.116875342308708,57.66267465769129,12,8,,
6,administered,2,bank_0,bank,6.3194,12.6388,-6.3194,12,8,0.06,0.07382468059302597
6,administered,2,bank_1,bank,7.544375,15.08875,-7.544375,12,8,0.06,0.07646279390993686
6,administered,3,firm_0,firm,36.9319,12.849998828242796,24.081901171757202,12,8,,
6,administered,3,firm_1,firm,60.8655,10.35957352826814,50.505926471731854,12,8,,
6,administered,3,firm_2,firm,25.719250000000002,2.7692363575413665,22.950013642458636,12,8,,
6,administered,3,bank_0,bank,11.218024999999999,16.02575,-4.807725,12,8,0.05,0.0730823121833319
6,administered,3,bank_1,bank,9.392494999999998,13.41785,-4.025355000000001,12,8,0.05,0.0701960381877271
6,market,1,firm_0,firm,57.8141,11.490452343437042,46.32364765656296,12,8,,
6,market,1,firm_1,firm,74.2368,11.138333712286839,63.098466287713165,12,8,,
6,market,1,firm_2,firm,51.36275,9.945167018985718,41.41758298101428,12,8,,
6,market,1,bank_0,bank,6.047075,12.09415,-6.047075,12,8,0.05,0.05831128856247077
6,market,1,bank_1,bank,8.04741,11.4963,-3.4488900000000005,12,8,0.055,0.0714125119513348
6,market,2,firm_0,firm,39.4874,4.23098189015339,35.256418109846614,12,8,,
6,market,2,firm_1,firm,51.97545,9.719550536245608,42.255899463754396,12,8,,
6,market,2,firm_2,firm,65.77955,8.116875342308708,57.66267465769129,12,8,,
6,market,2,bank_0,bank,8.847159999999999,12.6388,-3.791640000000001,12,8,0.055,0.06829872237210387
6,market,2,bank_1,bank,10.562124999999998,15.08875,-4.526625000000001,12,8,0.055,0.07885117563974742
6,market,3,firm_0,firm,36.9319,12.849998828242796,24.081901171757202,12,8,,
6,market,3,firm_1,firm,60.8655,10.35957352826814,50.505926471731854,12,8,,
6,market,3,firm_2,firm,25.719250000000002,2.7692363575413665,22.950013642458636,12,8,,
6,market,3,bank_0,bank,8.012875,16.02575,-8.012875,12,8,0.06,0.0653292487333276
6,market,3,bank_1,bank,6.708925,13.41785,-6.708925,12,8,0.06,0.053784152750908386
7,administered,1,firm_0,firm,49.8926,10.979507424771091,38.91309257522891,12,8,,
7,administered,1,firm_1,firm,28.99705,11.165794353284404,17.831255646715597,12,8,,
7,administered,1,firm_2,firm,59.854,9.275605708071405,50.578394291928596,12,8,,
7,administered,1,bank_0,bank,6.896625,13.79325,-6.896625,12,8,0.06,0.07275803296449747
7,administered,1,bank_1,bank,13.5198,19.314,-5.7942,12,8,0.05,0.0719977003309984
7,administered,2,firm_0,firm,60.167950000000005,11.64153802500977,48.52641197499023,12,8,,
7,administered,2,firm_1,firm,71.62254999999999,13.105259127939599,58.51729087206039,12,8,,
7,administered,2,firm_2,firm,55.712050000000005,7.793891900697472,47.91815809930253,12,8,,
7,administered,2,bank_0,bank,6.8464,13.6928,-6.8464,12,8,0.06,0.07193627922382358
7,administered,2,bank_1,bank,6.51075,13.0215,-6.51075,12,8,0.06,0.0734185677950029
7,administered,3,firm_0,firm,36.70795,3.0398262979683945,33.6681237020316,12,8,,
7,administered,3,firm_1,firm,30.6285,9.826306502000717,20.802193497999284,12,8,,
7,administered,3,firm_2,firm,39.5664,9.46423307331308,30.10216692668692,12,8,,
7,administered,3,bank_0,bank,9.12835,13.0405,-3.9121500000000005,12,8,0.05,0.07131875468021315
7,administered,3,bank_1,bank,9.809135,14.01305,-4.203915,12,8,0.05,0.07414917016799616
7,market,1,firm_0,firm,69.84964,10.979507424771091,58.8701325752289,12,8,,
7,market,1,firm_1,firm,28.99705,11.165794353284404,17.831255646715597,12,8,,
7,market,1,firm_2,firm,59.854,9.275605708071405,50.578394291928596,12,8,,
7,market,1,bank_0,bank,6.896625,13.79325,-6.896625,12,8,0.06,0.06403213185798982
7,market,1,bank_1,bank,9.657,19.314,-9.657,12,8,0.06,0.06099080132399354
7,market,2,firm_0,firm,60.167950000000005,11.64153802500977,48.52641197499023,12,8,,
7,market,2,firm_1,firm,71.62254999999999,13.105259127939599,58.51729087206039,12,8,,
7,market,2,firm_2,firm,55.712050000000005,7.793891900697472,47.91815809930253,12,8,,
7,market,2,bank_0,bank,6.8464,13.6928,-6.8464,12,8,0.06,0.06074511689529427
7,market,2,bank_1,bank,6.51075,13.0215,-6.51075,12,8,0.06,0.0666742711800116
7,market,3,firm_0,firm,36.70795,3.0398262979683945,33.6681237020316,12,8,,
7,market,3,firm_1,firm,30.6285,9.826306502000717,20.802193497999284,12,8,,
7,market,3,firm_2,firm,39.5664,9.46423307331308,30.10216692668692,12,8,,
7,market,3,bank_0,bank,6.52025,13.0405,-6.52025,12,8,0.05,0.05827501872085258
7,market,3,bank_1,bank,7.006525,14.01305,-7.006525,12,8,0.05,0.06959668067198463
8,administered,1,firm_0,firm,30.7325,8.741573456955672,21.99092654304433,12,8,,
8,administered,1,firm_1,firm,37.82685,10.365451173467088,27.461398826532914,12,8,,
8,administered,1,firm_2,firm,46.0648,10.17350858750891,35.891291412491086,12,8,,
8,administered,1,bank_0,bank,8.644625,17.28925,-8.644625,12,8,0.05,0.0695659309315898
8,administered,1,bank_1,bank,5.944225,11.88845,-5.944225,12,8,0.05,0.07094642392717816
8,administered,2,firm_0,firm,27.177349999999997,6.873667980804304,20.303682019195694,12,8,,
8,administered,2,firm_1,firm,59.95065999999999,11.302178653528573,48.64848134647142,12,8,,
8,administered,2,firm_2,firm,44.1298,8.493831766887329,35.63596823311268,12,8,,
8,administered,2,bank_0,bank,5.497475,10.99495,-5.497475,12,8,0.05,0.06908291285118047
8,administered,2,bank_1,bank,8.428125,16.85625,-8.428125,12,8,0.05,0.07318364060070799
8,administered,3,firm_0,firm,37.36025,10.303335847620719,27.05691415237928,12,8,,
8,administered,3,firm_1,firm,68.93879999999999,13.56839692352991,55.370403076470076,12,8,,
8,administered,3,firm_2,firm,39.8156,8.762798947686127,31.052801052313875,12,8,,
8,administered,3,bank_0,bank,4.31965,8.6393,-4.31965,12,8,0.06,0.07194948253054237
8,administered,3,bank_1,bank,7.464625,14.92925,-7.464625,12,8,0.06,0.07740672087697865
8,market,1,firm_0,firm,30.7325,8.741573456955672,21.99092654304433,12,8,,
8,market,1,firm_1,firm,52.957589999999996,10.365451173467088,42.59213882653291,12,8,,
8,market,1,firm_2,firm,46.0648,10.17350858750891,35.891291412491086,12,8,,
8,market,1,bank_0,bank,8.644625,17.28925,-8.644625,12,8,0.06,0.05126372372635921
8,market,1,bank_1,bank,5.944225,11.88845,-5.944225,12,8,0.06,0.056785695708712614
8,market,2,firm_0,firm,27.177349999999997,6.873667980804304,20.303682019195694,12,8,,
8,market,2,firm_1,firm,59.95065999999999,11.302178653528573,48.64848134647142,12,8,,
8,market,2,firm_2,firm,44.1298,8.493831766887329,35.63596823311268,12,8,,
8,market,2,bank_0,bank,5.497475,10.99495,-5.497475,12,8,0.06,0.04933165140472186
8,market,2,bank_1,bank,8.428125,16.85625,-8.428125,12,8,0.06,0.06573456240283197
8,market,3,firm_0,firm,52.30435,10.303335847620719,42.001014152379284,12,8,,
8,market,3,firm_1,firm,49.242,13.56839692352991,35.67360307647009,12,8,,
8,market,3,firm_2,firm,39.8156,8.762798947686127,31.052801052313875,12,8,,
8,market,3,bank_0,bank,6.04751,8.6393,-2.5917900000000005,12,8,0.08,0.06079793012216948
8,market,3,bank_1,bank,10.450474999999999,14.92925,-4.478775000000001,12,8,0.08,0.08262688350791458
9,administered,1,firm_0,firm,56.514700000000005,11.53875881772473,44.97594118227528,12,8,,
9,administered,1,firm_1,firm,24.415300000000002,13.452542821283952,10.96275717871605,12,8,,
9,administered,1,firm_2,firm,62.9554,13.396564662929814,49.558835337070185,12,8,,
9,administered,1,bank_0,bank,7.420375,14.84075,-7.420375,12,8,0.05,0.07312170009860824
9,administered,1,bank_1,bank,6.26395,12.5279,-6.26395,12,8,0.05,0.07238429437916274
9,administered,2,firm_0,firm,54.81495,12.492692581393715,42.322257418606284,12,8,,
9,administered,2,firm_1,firm,36.3759,10.068996510674516,26.306903489325485,12,8,,
9,administered,2,firm_2,firm,65.69919999999999,10.619939110067163,55.079260889932826,12,8,,
9,administered,2,bank_0,bank,7.013474999999999,10.01925,-3.0057750000000008,12,8,0.05,0.07250632472321428
9,administered,2,bank_1,bank,11.369015,16.24145,-4.872435000000001,12,8,0.05,0.06951015725849828
9,administered,3,firm_0,firm,71.82965,11.43130107417777,60.39834892582223,12,8,,
9,administered,3,firm_1,firm,60.46995,13.277159165208325,47.19279083479167,12,8,,
9,administered,3,firm_2,firm,56.19893999999999,10.344776477335648,45.854163522664344,12,8,,
9,administered,3,bank_0,bank,9.992989999999999,14.2757,-4.282710000000002,12,8,0.05,0.07081811640589722
9,administered,3,bank_1,bank,7.671334999999999,10.95905,-3.2877150000000004,12,8,0.05,0.07078192573227758
9,market,1,firm_0,firm,56.514700000000005,11.53875881772473,44.97594118227528,12,8,,
9,market,1,firm_1,firm,24.415300000000002,13.452542821283952,10.96275717871605,12,8,,
9,market,1,firm_2,firm,62.9554,13.396564662929814,49.558835337070185,12,8,,
9,market,1,bank_0,bank,7.420375,14.84075,-7.420375,12,8,0.06,0.06548680039443294
9,market,1,bank_1,bank,6.26395,12.5279,-6.26395,12,8,0.06,0.06253717751665097
9,market,2,firm_0,firm,54.81495,12.492692581393715,42.322257418606284,12,8,,
9,market,2,firm_1,firm,36.3759,10.068996510674516,26.306903489325485,12,8,,
9,market,2,firm_2,firm,65.69919999999999,10.619939110067163,55.079260889932826,12,8,,
9,market,2,bank_0,bank,5.009625,10.01925,-5.009625,12,8,0.055,0.06302529889285709
9,market,2,bank_1,bank,8.120725,16.24145,-8.120725,12,8,0.055,0.05104062903399312
9,market,3,firm_0,firm,71.82965,11.43130107417777,60.39834892582223,12,8,,
9,market,3,firm_1,firm,60.46995,13.277159165208325,47.19279083479167,12,8,,
9,market,3,firm_2,firm,56.19893999999999,10.344776477335648,45.854163522664344,12,8,,
9,market,3,bank_0,bank,9.992989999999999,14.2757,-4.282710000000002,12,8,0.05,0.05627246562358885
9,market,3,bank_1,bank,7.671334999999999,10.95905,-3.2877150000000004,12,8,0.05,0.05612770292911028
10,administered,1,firm_0,firm,37.1369,8.127286942911363,29.009613057088636,12,8,,
10,administered,1,firm_1,firm,19.47895,13.435085212202369,6.043864787797633,12,8,,
10,administered,1,firm_2,firm,65.3668,11.010094878141116,54.35670512185888,12,8,,
10,administered,1,bank_0,bank,4.49505,8.9901,-4.49505,12,8,0.06,0.08242034793528848
10,administered,1,bank_1,bank,8.882175,17.76435,-8.882175,12,8,0.06,0.07203456099733957
10,administered,2,firm_0,firm,58.00065,10.342545506387498,47.6581044936125,12,8,,
10,administered,2,firm_1,firm,30.834650000000003,9.357388975851675,21.477261024148326,12,8,,
10,administered,2,firm_2,firm,30.48005,11.438375268295587,19.04167473170441,12,8,,
10,administered,2,bank_0,bank,9.055969999999999,12.9371,-3.8811300000000006,12,8,0.05,0.07157004078940188
